É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/12/01 14:39:55

,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™
2018/9/6,26.3,8,1,24.3,8,1,30.1,8,1,0.5,0,8,1,0.9,0,8,1,0,1,8,1,0,1,8,1,1.8,8,1,3.8,8,ñkêº,8,1,23.6,8,1,1005.7,8,1,69,8,1,50,8,1,9.5,8,1,8.60,8,1,5.4,8,ìÏìå,8,1,ìÏìå,8,1,1007.4,8,1,1006.0,0,8,1
2018/9/7,25.8,8,1,22.6,8,1,29.5,8,1,16.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,5.1,8,êº,8,1,25.5,8,1,1005.8,8,1,77,8,1,63,8,1,10.0,8,1,2.89,8,1,12.4,8,êº,8,1,ìÏ,8,1,1007.5,8,1,1005.8,0,8,1
2018/9/8,21.8,8,1,20.9,8,1,23.1,8,1,12.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.7,8,1,5.3,8,ìÏìå,8,1,22.6,8,1,1009.8,8,1,87,8,1,74,8,1,10.0,8,1,3.73,8,1,8.2,8,ìÏìå,8,1,ìÏìå,8,1,1011.5,8,1,1010.1,0,8,1
2018/9/9,22.8,8,1,20.8,8,1,25.5,8,1,7.5,0,8,1,0.1,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,9.0,8,ñkñkìå,8,1,24.1,8,1,1010.9,8,1,87,8,1,68,8,1,10.0,8,1,7.56,8,1,16.9,8,ñk,8,1,ñk,8,1,1012.6,8,1,1011.3,0,8,1
2018/9/10,23.1,8,1,20.7,8,1,27.2,8,1,4.5,0,8,1,1.3,0,8,1,0,1,8,1,0,1,8,1,5.0,8,1,9.3,8,ñk,8,1,20.7,8,1,1015.1,8,1,73,8,1,61,8,1,9.3,8,1,10.50,8,1,16.2,8,ñk,8,1,ñkñkìå,8,1,1016.8,8,1,1014.6,0,8,1
2018/9/11,24.3,8,1,19.9,8,1,28.6,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,5.4,8,ñkìå,8,1,20.4,8,1,1015.4,8,1,68,8,1,54,8,1,10.0,8,1,18.34,8,1,9.2,8,ñkñkìå,8,1,ñkìå,8,1,1017.1,8,1,1015.4,0,8,1
2018/9/12,25.6,8,1,23.7,8,1,28.7,8,1,0.0,0,8,1,2.1,0,8,1,0,1,8,1,0,1,8,1,1.9,8,1,4.8,8,ìÏìå,8,1,23.6,8,1,1013.9,8,1,72,8,1,62,8,1,9.3,8,1,12.10,8,1,8.0,8,ìÏìå,8,1,ìÏìå,8,1,1015.6,8,1,1014.8,0,8,1
2018/9/13,25.6,8,1,23.1,8,1,30.5,8,1,0.0,0,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,1.9,8,1,4.1,8,ñkêº,8,1,25.7,8,1,1013.5,8,1,79,8,1,61,8,1,9.8,8,1,9.40,8,1,5.9,8,ñkêº,8,1,ìåìÏìå,8,1,1015.2,8,1,1014.3,0,8,1
2018/9/14,26.4,8,1,24.7,8,1,29.2,8,1,0.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.8,8,1,3.5,8,ìåìÏìå,8,1,27.6,8,1,1012.7,8,1,80,8,1,68,8,1,10.0,8,1,6.55,8,1,6.3,8,ìÏìå,8,1,ìÏìå,8,1,1014.4,8,1,1012.8,0,8,1
2018/9/15,26.7,8,1,24.4,8,1,29.8,8,1,1.0,0,8,1,1.9,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,4.9,8,ñk,8,1,28.8,8,1,1012.5,8,1,83,8,1,70,8,1,8.8,8,1,10.42,8,1,7.4,8,ñkñkêº,8,1,ìÏìÏìå,8,1,1014.2,8,1,1013.2,0,8,1
2018/9/16,26.7,8,1,23.8,8,1,31.2,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,6.3,8,ñkêº,8,1,26.9,8,1,1013.3,8,1,77,8,1,60,8,1,5.5,8,1,18.55,8,1,10.3,8,ñkñkêº,8,1,ìÏìÏìå,8,1,1015.0,8,1,1014.1,0,8,1
2018/9/17,25.7,8,1,23.0,8,1,28.8,8,1,0.0,0,8,1,1.6,0,8,1,0,1,8,1,0,1,8,1,2.0,8,1,5.1,8,ñkñkêº,8,1,24.8,8,1,1014.6,8,1,75,8,1,65,8,1,7.5,8,1,9.52,8,1,7.3,8,ñkêº,8,1,ìÏìå,8,1,1016.3,8,1,1015.0,0,8,1
2018/9/18,26.0,8,1,23.0,8,1,30.6,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,0,1,8,1,2.0,8,1,5.5,8,ñk,8,1,24.8,8,1,1014.1,8,1,74,8,1,58,8,1,3.8,8,1,20.22,8,1,7.8,8,ñkêº,8,1,ñkñkêº,8,1,1015.8,8,1,1014.2,0,8,1
2018/9/19,25.9,8,1,22.6,8,1,30.8,8,1,0.0,0,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,5.6,8,ñk,8,1,21.4,8,1,1012.0,8,1,66,8,1,38,8,1,6.5,8,1,16.63,8,1,7.3,8,ñk,8,1,ñk,8,1,1013.7,8,1,1012.1,0,8,1
2018/9/20,23.7,8,1,20.9,8,1,27.8,8,1,36.0,0,8,1,0.4,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,6.1,8,êºìÏêº,8,1,26.0,8,1,1007.3,8,1,89,8,1,77,8,1,10.0,8,1,3.92,8,1,11.9,8,ìÏêº,8,1,ìÏìå,8,1,1009.0,8,1,1006.2,0,8,1
2018/9/21,25.8,8,1,23.2,8,1,30.0,8,1,4.0,0,8,1,0.3,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,5.9,8,ìÏêº,8,1,27.9,8,1,1006.3,8,1,85,8,1,67,8,1,10.0,8,1,5.99,8,1,12.4,8,ìÏêº,8,1,ìÏìÏêº,8,1,1008.0,8,1,1005.3,0,8,1
2018/9/22,24.9,8,1,22.8,8,1,28.4,8,1,3.5,0,8,1,7.8,0,8,1,0,1,8,1,0,1,8,1,3.0,8,1,5.3,8,ñk,8,1,24.2,8,1,1012.6,8,1,77,8,1,62,8,1,9.5,8,1,20.01,8,1,8.5,8,ñk,8,1,ñkñkêº,8,1,1014.3,8,1,1010.2,0,8,1
2018/9/23,24.4,8,1,21.3,8,1,28.6,8,1,0.0,0,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,1.4,8,1,3.4,8,ñk,8,1,21.1,8,1,1014.3,8,1,70,8,1,45,8,1,10.0,8,1,10.93,8,1,5.4,8,ñk,8,1,ìÏìÏìå,8,1,1016.0,8,1,1014.7,0,8,1
2018/9/24,23.2,8,1,21.4,8,1,24.9,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,5.9,8,ñk,8,1,19.0,8,1,1014.8,8,1,67,8,1,56,8,1,10.0,8,1,4.08,8,1,9.2,8,ñk,8,1,ñkñkìå,8,1,1016.5,8,1,1015.4,0,8,1
2018/9/25,23.5,8,1,20.7,8,1,27.4,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,0,1,8,1,3.6,8,1,8.9,8,ñk,8,1,18.5,8,1,1013.4,8,1,64,8,1,54,8,1,4.5,8,1,19.54,8,1,14.6,8,ñk,8,1,ñkñkìå,8,1,1015.1,8,1,1013.4,0,8,1
2018/9/26,22.3,8,1,19.7,8,1,25.2,8,1,0,1,8,1,1.7,0,8,1,0,1,8,1,0,1,8,1,3.2,8,1,7.6,8,ñk,8,1,17.7,8,1,1013.0,8,1,66,8,1,55,8,1,8.5,8,1,9.69,8,1,11.2,8,ñk,8,1,ñkñkìå,8,1,1014.7,8,1,1013.4,0,8,1
2018/9/27,22.8,8,1,19.0,8,1,27.8,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,0,1,8,1,4.1,8,1,9.7,8,ñk,8,1,16.4,8,1,1012.8,8,1,59,8,1,42,8,1,2.5,8,1,18.89,8,1,15.4,8,ñk,8,1,ñkìå,8,1,1014.5,8,1,1013.1,0,8,1
2018/9/28,22.9,8,1,17.5,8,1,28.8,8,1,4.5,0,8,1,9.0,0,8,1,0,1,8,1,0,1,8,1,2.0,8,1,5.3,8,ñk,8,1,17.3,8,1,1013.7,8,1,64,8,1,41,8,1,3.8,8,1,19.73,8,1,8.3,8,ñkìå,8,1,ìÏìå,8,1,1015.4,8,1,1013.1,0,8,1
2018/9/29,19.8,8,1,18.8,8,1,20.5,8,1,25.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.9,8,1,6.4,8,ñk,8,1,21.1,8,1,1009.9,8,1,91,8,1,83,8,1,10.0,8,1,2.33,8,1,8.7,8,ñk,8,1,ñkñkìå,8,1,1011.6,8,1,1007.9,0,8,1
2018/9/30,20.5,8,1,18.4,8,1,23.0,8,1,40.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,5.6,8,1,14.4,8,ñk,8,1,20.9,8,1,998.1,8,1,87,8,1,58,8,1,8.8,8,1,2.12,8,1,26.0,8,ñkñkìå,8,1,ñk,8,1,999.8,8,1,991.9,0,8,1
2018/10/1,21.0,8,1,18.8,8,1,23.9,8,1,0.0,0,8,1,5.1,0,8,1,0,1,8,1,0,1,8,1,3.4,8,1,5.6,8,êºìÏêº,8,1,13.2,8,1,1008.4,8,1,53,8,1,41,8,1,5.5,8,1,10.52,8,1,11.8,8,êº,8,1,êºìÏêº,8,1,1010.2,8,1,1004.5,0,8,1
2018/10/2,20.0,8,1,16.5,8,1,24.3,8,1,0.0,0,8,1,4.3,0,8,1,0,1,8,1,0,1,8,1,2.0,8,1,4.5,8,ñkñkêº,8,1,15.2,8,1,1014.7,8,1,66,8,1,50,8,1,7.5,8,1,12.96,8,1,7.2,8,ñkñkêº,8,1,ñkñkêº,8,1,1016.5,8,1,1014.1,0,8,1
2018/10/3,20.3,8,1,15.5,8,1,25.6,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,7.1,8,ñk,8,1,16.5,8,1,1018.1,8,1,70,8,1,52,8,1,2.5,8,1,20.71,8,1,11.0,8,ñkñkìå,8,1,ñk,8,1,1019.8,8,1,1018.6,0,8,1
2018/10/4,20.4,8,1,17.4,8,1,23.3,8,1,4.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.6,8,1,4.7,8,ñkìå,8,1,19.4,8,1,1018.3,8,1,81,8,1,70,8,1,9.8,8,1,5.08,8,1,8.7,8,ñkìå,8,1,ìÏìÏìå,8,1,1020.1,8,1,1018.4,0,8,1
2018/10/5,24.5,8,1,19.8,8,1,30.2,8,1,6.5,0,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,2.0,8,1,4.7,8,ìåìÏìå,8,1,25.2,8,1,1010.4,8,1,82,8,1,60,8,1,10.0,8,1,9.81,8,1,9.3,8,ìåìÏìå,8,1,ìåìÏìå,8,1,1012.2,8,1,1005.5,0,8,1
2018/10/6,25.5,8,1,22.1,8,1,28.1,8,1,4.5,0,8,1,1.4,0,8,1,0,1,8,1,0,1,8,1,7.1,8,1,16.7,8,ìÏ,8,1,23.9,8,1,1004.0,8,1,73,8,1,61,8,1,10.0,8,1,8.58,8,1,30.9,8,ìÏ,8,1,ìÏìÏìå,8,1,1005.7,8,1,1001.3,0,8,1
2018/10/7,23.3,8,1,20.9,8,1,27.4,8,1,0,1,8,1,6.1,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,5.6,8,ñkñkêº,8,1,21.7,8,1,1012.8,8,1,76,8,1,57,8,1,7.0,8,1,16.94,8,1,8.0,8,ñkêº,8,1,êºìÏêº,8,1,1014.5,8,1,1013.3,0,8,1
2018/10/8,22.1,8,1,19.2,8,1,26.4,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,0,1,8,1,3.2,8,1,7.7,8,ñk,8,1,20.1,8,1,1014.3,8,1,76,8,1,59,8,1,2.3,8,1,18.40,8,1,11.5,8,ñk,8,1,ñk,8,1,1016.0,8,1,1015.0,0,8,1
2018/10/9,21.6,8,1,17.8,8,1,25.4,8,1,0.0,0,8,1,8.0,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,5.7,8,ñk,8,1,18.6,8,1,1013.1,8,1,72,8,1,56,8,1,6.0,8,1,16.50,8,1,8.2,8,ñkñkêº,8,1,ñkñkêº,8,1,1014.9,8,1,1013.2,0,8,1
2018/10/10,21.6,8,1,19.3,8,1,23.4,8,1,0.0,0,8,1,0.1,0,8,1,0,1,8,1,0,1,8,1,1.9,8,1,4.1,8,êºñkêº,8,1,18.3,8,1,1013.5,8,1,71,8,1,56,8,1,10.0,8,1,5.38,8,1,7.6,8,êºñkêº,8,1,êºìÏêº,8,1,1015.2,8,1,1012.9,0,8,1
2018/10/11,17.8,8,1,16.2,8,1,19.5,8,1,0.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,3.8,8,1,6.2,8,ñkêº,8,1,11.6,8,1,1018.3,8,1,57,8,1,40,8,1,10.0,8,1,4.96,8,1,10.2,8,ñk,8,1,ñkñkêº,8,1,1020.1,8,1,1017.4,0,8,1
2018/10/12,17.8,8,1,15.0,8,1,21.5,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,0,1,8,1,3.7,8,1,6.8,8,ñk,8,1,11.1,8,1,1021.4,8,1,55,8,1,44,8,1,8.8,8,1,19.14,8,1,10.5,8,ñkñkêº,8,1,ñk,8,1,1023.2,8,1,1021.8,0,8,1
2018/10/13,18.0,8,1,13.1,8,1,23.4,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,7.2,8,ñk,8,1,13.0,8,1,1020.7,8,1,64,8,1,43,8,1,3.0,8,1,18.19,8,1,10.7,8,ñk,8,1,ìÏìÏìå,8,1,1022.5,8,1,1020.7,0,8,1
2018/10/14,18.8,8,1,13.6,8,1,24.2,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,7.1,8,ñk,8,1,13.5,8,1,1019.1,8,1,63,8,1,40,8,1,6.0,8,1,15.49,8,1,10.7,8,ñk,8,1,ñk,8,1,1020.9,8,1,1020.0,0,8,1
2018/10/15,19.5,8,1,16.4,8,1,23.8,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,5.1,8,ñkñkêº,8,1,13.8,8,1,1016.8,8,1,62,8,1,44,8,1,8.0,8,1,17.94,8,1,7.7,8,ñk,8,1,ñkñkêº,8,1,1018.6,8,1,1017.0,0,8,1
2018/10/16,19.0,8,1,15.2,8,1,23.3,8,1,0.0,0,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,6.2,8,ñk,8,1,14.4,8,1,1012.5,8,1,66,8,1,49,8,1,10.0,8,1,12.37,8,1,8.7,8,ñk,8,1,ñk,8,1,1014.3,8,1,1011.9,0,8,1
2018/10/17,18.2,8,1,14.9,8,1,22.5,8,1,12.0,0,8,1,5.7,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,5.3,8,ñk,8,1,15.1,8,1,1012.1,8,1,73,8,1,55,8,1,10.0,8,1,13.37,8,1,8.8,8,ñkñkìå,8,1,ñk,8,1,1013.9,8,1,1012.5,0,8,1
2018/10/18,18.1,8,1,14.0,8,1,22.6,8,1,0.0,0,8,1,6.9,0,8,1,0,1,8,1,0,1,8,1,1.9,8,1,5.3,8,ñk,8,1,14.8,8,1,1014.3,8,1,72,8,1,54,8,1,3.0,8,1,14.29,8,1,7.9,8,ñkñkìå,8,1,ñkñkêº,8,1,1016.0,8,1,1014.5,0,8,1
2018/10/19,17.4,8,1,14.6,8,1,20.8,8,1,16.0,0,8,1,2.1,0,8,1,0,1,8,1,0,1,8,1,4.6,8,1,9.2,8,ñk,8,1,15.5,8,1,1018.7,8,1,78,8,1,65,8,1,8.8,8,1,8.04,8,1,14.8,8,ñkñkêº,8,1,ñk,8,1,1020.5,8,1,1017.9,0,8,1
2018/10/20,17.8,8,1,14.0,8,1,22.0,8,1,0.0,0,8,1,8.8,0,8,1,0,1,8,1,0,1,8,1,3.7,8,1,8.2,8,ñk,8,1,12.3,8,1,1021.4,8,1,61,8,1,49,8,1,4.8,8,1,16.44,8,1,12.6,8,ñk,8,1,ñkìå,8,1,1023.2,8,1,1022.0,0,8,1
2018/10/21,16.6,8,1,11.4,8,1,22.2,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,6.6,8,ñk,8,1,12.0,8,1,1020.2,8,1,65,8,1,42,8,1,0.3,8,1,18.30,8,1,9.6,8,ñk,8,1,ìÏêº,8,1,1022.0,8,1,1019.8,0,8,1
2018/10/22,17.9,8,1,12.3,8,1,23.4,8,1,0.5,0,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,1.8,8,1,4.1,8,ñkêº,8,1,13.0,8,1,1018.2,8,1,64,8,1,45,8,1,8.8,8,1,13.40,8,1,5.9,8,ñk,8,1,ìÏìÏìå,8,1,1020.0,8,1,1018.7,0,8,1
2018/10/23,17.5,8,1,15.7,8,1,19.5,8,1,5.0,0,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,1.1,8,1,2.9,8,ìÏìå,8,1,17.3,8,1,1015.9,8,1,87,8,1,67,8,1,9.5,8,1,5.32,8,1,5.1,8,ìÏìå,8,1,ìÏìå,8,1,1017.7,8,1,1016.2,0,8,1
2018/10/24,17.7,8,1,14.0,8,1,23.0,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,6.1,8,ñk,8,1,15.4,8,1,1016.8,8,1,78,8,1,55,8,1,3.3,8,1,15.82,8,1,9.7,8,ñk,8,1,ñk,8,1,1018.6,8,1,1017.4,0,8,1
2018/10/25,17.1,8,1,12.3,8,1,22.4,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,0,1,8,1,2.0,8,1,5.2,8,ñkñkêº,8,1,13.4,8,1,1017.8,8,1,71,8,1,43,8,1,0.0,8,1,17.78,8,1,7.6,8,ñkñkêº,8,1,ñkñkêº,8,1,1019.6,8,1,1018.2,0,8,1
2018/10/26,17.0,8,1,14.3,8,1,19.6,8,1,10.0,0,8,1,0.1,0,8,1,0,1,8,1,0,1,8,1,2.6,8,1,6.2,8,ìÏìÏìå,8,1,15.2,8,1,1012.6,8,1,78,8,1,57,8,1,7.5,8,1,3.06,8,1,12.6,8,ìÏìå,8,1,ìÏìå,8,1,1014.4,8,1,1009.7,0,8,1
2018/10/27,17.4,8,1,16.0,8,1,19.0,8,1,0.0,0,8,1,6.1,0,8,1,0,1,8,1,0,1,8,1,3.7,8,1,6.3,8,êºñkêº,8,1,10.1,8,1,1013.6,8,1,51,8,1,37,8,1,4.0,8,1,13.84,8,1,12.2,8,êº,8,1,êºñkêº,8,1,1015.4,8,1,1013.5,0,8,1
2018/10/28,16.7,8,1,14.7,8,1,19.7,8,1,0,1,8,1,5.4,0,8,1,0,1,8,1,0,1,8,1,3.5,8,1,6.3,8,êºñkêº,8,1,9.5,8,1,1012.7,8,1,50,8,1,38,8,1,5.3,8,1,12.41,8,1,11.0,8,ñkêº,8,1,êºìÏêº,8,1,1014.5,8,1,1012.0,0,8,1
2018/10/29,19.3,8,1,15.1,8,1,23.1,8,1,0.0,0,8,1,9.8,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,4.8,8,êºìÏêº,8,1,10.6,8,1,1012.9,8,1,49,8,1,27,8,1,2.8,8,1,16.55,8,1,9.9,8,ñkñkêº,8,1,ìÏìÏêº,8,1,1014.7,8,1,1012.3,0,8,1
2018/10/30,16.3,8,1,14.5,8,1,18.8,8,1,0,1,8,1,4.4,0,8,1,0,1,8,1,0,1,8,1,3.1,8,1,6.1,8,êºñkêº,8,1,10.7,8,1,1017.4,8,1,58,8,1,49,8,1,6.5,8,1,11.70,8,1,10.9,8,êºìÏêº,8,1,êºñkêº,8,1,1019.2,8,1,1016.5,0,8,1
2018/10/31,14.8,8,1,12.1,8,1,17.0,8,1,0,1,8,1,0.2,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,4.8,8,ñkñkêº,8,1,9.2,8,1,1019.6,8,1,55,8,1,41,8,1,9.8,8,1,5.51,8,1,7.5,8,ñkñkìå,8,1,ñkñkêº,8,1,1021.4,8,1,1020.0,0,8,1
2018/11/1,14.3,8,1,10.6,8,1,18.9,8,1,0,1,8,1,8.3,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,6.1,8,ñk,8,1,9.8,8,1,1021.9,8,1,61,8,1,42,8,1,3.8,8,1,14.94,8,1,9.0,8,ñk,8,1,ìÏìå,8,1,1023.7,8,1,1021.6,0,8,1
2018/11/2,14.5,8,1,9.7,8,1,19.7,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,0,1,8,1,1.8,8,1,4.2,8,ñkìå,8,1,8.6,8,1,1024.4,8,1,55,8,1,28,8,1,5.0,8,1,15.15,8,1,7.5,8,ìåìÏìå,8,1,ñkìå,8,1,1026.2,8,1,1025.0,0,8,1
2018/11/3,15.3,8,1,9.6,8,1,21.0,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,0,1,8,1,1.9,8,1,5.4,8,ñk,8,1,10.5,8,1,1022.3,8,1,61,8,1,45,8,1,5.8,8,1,15.67,8,1,8.3,8,ñkñkìå,8,1,ìÏìå,8,1,1024.1,8,1,1022.2,0,8,1
2018/11/4,15.8,8,1,11.9,8,1,21.4,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,0,1,8,1,1.9,8,1,4.8,8,ñk,8,1,11.8,8,1,1019.1,8,1,66,8,1,45,8,1,2.0,8,1,16.23,8,1,7.0,8,ñk,8,1,ñk,8,1,1020.9,8,1,1019.3,0,8,1
2018/11/5,15.7,8,1,10.6,8,1,22.0,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,0,1,8,1,1.8,8,1,5.3,8,ñk,8,1,12.7,8,1,1019.5,8,1,72,8,1,51,8,1,0.0,8,1,16.10,8,1,7.9,8,ñk,8,1,ñk,8,1,1021.3,8,1,1019.7,0,8,1
2018/11/6,16.8,8,1,11.6,8,1,22.5,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,7.6,8,ñk,8,1,13.9,8,1,1021.1,8,1,73,8,1,58,8,1,0.8,8,1,15.57,8,1,10.9,8,ñk,8,1,ñk,8,1,1022.9,8,1,1022.0,0,8,1
2018/11/7,17.7,8,1,12.3,8,1,23.5,8,1,0,1,8,1,7.7,0,8,1,0,1,8,1,0,1,5,1,1.7,5,1,4.6,5,ñkêº),5,1,13.8,8,1,1020.5,8,1,69,8,1,43,8,1,6.8,8,1,13.67,8,1,6.2,5,ìåìÏìå),5,1,ìÏìå,8,1,1022.3,8,1,1020.4,0,8,1
2018/11/8,20.6,8,1,17.5,8,1,23.5,8,1,8.0,0,8,1,0.2,0,8,1,0,1,8,1,0,1,8,1,3.2,8,1,7.7,8,ìÏìÏìå,8,1,15.6,8,1,1015.7,8,1,64,8,1,55,8,1,10.0,8,1,3.49,8,1,19.2,8,ìÏìÏêº,8,1,ìÏìÏìå,8,1,1017.4,8,1,1013.1,0,8,1
2018/11/9,18.0,8,1,16.5,8,1,20.5,8,1,17.0,0,8,1,2.3,0,8,1,0,1,8,1,0,1,8,1,2.9,8,1,5.1,8,êºñkêº,8,1,13.7,8,1,1017.3,8,1,67,8,1,53,8,1,8.0,8,1,7.35,8,1,11.2,8,êºñkêº,8,1,êºñkêº,8,1,1019.1,8,1,1015.4,0,8,1
2018/11/10,15.6,8,1,11.3,8,1,21.0,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,6.2,8,ñk,8,1,11.9,8,1,1022.1,8,1,68,8,1,50,8,1,0.8,8,1,14.72,8,1,9.1,8,ñk,8,1,ñk,8,1,1023.9,8,1,1022.4,0,8,1
2018/11/11,15.5,8,1,9.8,8,1,21.6,8,1,0.0,0,8,1,8.3,0,8,1,0,1,8,1,0,1,8,1,1.6,8,1,4.5,8,ñkñkêº,8,1,10.2,8,1,1019.5,8,1,60,8,1,26,8,1,6.3,8,1,14.03,8,1,6.6,8,ñkñkêº,8,1,ìÏìÏìå,8,1,1021.3,8,1,1018.3,0,8,1
2018/11/12,14.0,8,1,11.9,8,1,16.5,8,1,2.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.6,8,1,4.1,8,ñkìå,8,1,12.9,8,1,1014.1,8,1,82,8,1,52,8,1,9.5,8,1,1.78,8,1,7.2,8,ìåìÏìå,8,1,ìÏìå,8,1,1015.9,8,1,1014.4,0,8,1
2018/11/13,15.8,8,1,12.8,8,1,20.7,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,0,1,8,1,3.1,8,1,8.1,8,ñk,8,1,12.5,8,1,1013.9,8,1,70,8,1,53,8,1,5.5,8,1,12.98,8,1,12.7,8,ñkñkìå,8,1,ñk,8,1,1015.7,8,1,1014.1,0,8,1
2018/11/14,14.3,8,1,11.4,8,1,18.7,8,1,1.0,0,8,1,6.7,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,6.6,8,ñk,8,1,10.5,8,1,1018.9,8,1,65,8,1,47,8,1,5.8,8,1,12.60,8,1,10.0,8,ñkñkìå,8,1,ñkñkìå,8,1,1020.7,8,1,1018.0,0,8,1
2018/11/15,14.0,8,1,10.2,8,1,19.1,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,6.4,8,ñk,8,1,9.1,8,1,1021.9,8,1,58,8,1,35,8,1,1.0,8,1,15.02,8,1,8.8,8,ñk,8,1,ìÏ,8,1,1023.7,8,1,1022.2,0,8,1
2018/11/16,12.5,8,1,9.4,8,1,17.0,8,1,1.0,0,8,1,0.1,0,8,1,0,1,8,1,0,1,8,1,1.4,8,1,3.1,8,ìÏìå,8,1,10.8,8,1,1018.8,8,1,74,8,1,53,8,1,9.0,8,1,3.88,8,1,5.7,8,ìÏìå,8,1,ìÏìÏìå,8,1,1020.6,8,1,1018.5,0,8,1
2018/11/17,13.8,8,1,9.3,8,1,19.7,8,1,0,1,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,1.8,8,1,6.8,8,ñk,8,1,11.5,8,1,1017.6,8,1,74,8,1,49,8,1,2.8,8,1,12.12,8,1,9.5,8,ñk,8,1,ìÏìÏìå,8,1,1019.4,8,1,1017.9,0,8,1
2018/11/18,13.4,8,1,9.3,8,1,17.7,8,1,3.0,0,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,1.4,8,1,4.1,8,ñkñkêº,8,1,11.3,8,1,1017.1,8,1,75,8,1,47,8,1,7.3,8,1,6.31,8,1,6.8,8,ñkñkêº,8,1,ìÏìå,8,1,1018.9,8,1,1017.4,0,8,1
